id ra dec z_gsf z err_l_z err_u_z flux_f444w fluxerr_f444w logMstel err_l_logMstel err_u_logMstel logSFRUV err_l_logSFRUV err_u_logSFRUV beta err_l_beta err_u_beta Muv err_l_Muv err_u_Muv logT err_l_logT err_u_logT logZ err_l_logZ err_u_logZ Av err_l_Av err_u_Av sn_uv sn_det mgf err_l_mgf err_u_mgf logre_kpc err_l_logre_kpc err_u_logre_kpc n err_l_n err_u_n q err_l_q err_u_q chi2 no-data-sed scale_flux err_scale_flux_l err_scale_flux_u flag_gf flag_zspec flag_keydrop flag_unresolved flag_bd chi2nu_eazy chi2nu_spex keydrop
jadesgds-36297 53.156826 -27.76716 7.98 8.511 0.263 0.108 27.742 1.74 7.729 0.2 0.24 0.299 0.02 0.03 -2.4 0.12 0.14 -18.701 0.07 0.07 -2.28 0.66 1.19 -0.54 0.44 0.28 0.38 0.17 0.16 9.934 67.238 28.312 0.042 0.042 -0.605 0.141 0.141 1.0 0.0 0.0 0.53 0.083 0.083 0.45 8 1.046 0.04 0.041 0 1 0 0 0 4.037 14.242 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-36509 53.157509 -27.766775 8.44 8.435 0.153 0.149 23.144 1.767 7.911 0.1 0.17 0.581 0.09 0.08 -2.07 0.08 0.07 -18.851 0.06 0.05 -1.81 0.24 0.59 -0.36 0.26 0.24 0.03 0.03 0.1 10.299 66.952 28.12 0.043 0.043 -0.48 0.532 0.532 1.0 0.0 0.0 0.566 0.07 0.07 0.974 8 1.179 0.046 0.048 0 0 1 0 0 4.284 9.354 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-36697 53.192078 -27.766617 7.69 7.688 0.18 0.151 41.867 1.475 8.636 0.01 0.08 0.776 0.03 0.02 -2.0 0.03 0.01 -19.37 0.03 0.02 -1.42 0.33 0.15 -0.09 0.07 0.07 0.01 0.01 0.04 21.181 164.523 27.58 0.025 0.025 -0.059 0.016 0.016 1.0 0.0 0.0 0.373 0.015 0.015 0.81 8 1.087 0.024 0.025 0 0 1 0 0 1.936 17.539 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-36968 53.1968 -27.765921 7.97 7.967 0.33 0.286 8.378 0.819 7.976 0.17 0.39 0.136 0.03 0.03 -2.46 0.16 0.14 -17.784 0.09 0.08 -1.39 0.47 0.77 -0.81 0.65 0.37 0.08 0.08 0.3 9.836 56.793 28.737 0.037 0.037 -0.447 0.033 0.033 1.0 0.0 0.0 0.429 0.056 0.056 0.495 8 1.338 0.045 0.046 0 0 1 0 0 3.023 13.152 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-37559 53.158909 -27.765074 8.81 8.815 0.09 0.078 31.622 1.144 7.58 0.09 0.15 0.51 0.01 0.01 -2.55 0.07 0.08 -19.424 0.04 0.04 -2.24 0.36 0.99 -0.38 0.14 0.14 0.24 0.08 0.08 18.893 112.804 28.161 0.015 0.015 -0.801 0.02 0.02 1.0 0.0 0.0 0.2 0.081 0.081 0.623 8 0.934 0.013 0.013 0 0 1 0 1 20.334 18.928 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-38799 53.198296 -27.762787 7.79 7.786 0.281 0.192 52.566 1.263 9.019 0.05 0.07 0.729 0.05 0.05 -2.1 0.05 0.05 -19.472 0.03 0.04 -0.93 0.29 0.13 -0.28 0.28 0.19 0.07 0.07 0.26 22.652 208.677 27.56 0.016 0.016 -0.613 0.017 0.017 1.0 0.0 0.0 0.773 0.035 0.035 0.49 8 1.045 0.015 0.016 0 0 1 0 0 7.027 23.429 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-42098 53.168079 -27.75688 7.27 7.273 0.112 0.131 24.006 1.207 8.099 0.08 0.09 0.299 0.02 0.08 -2.22 0.08 0.08 -19.163 0.05 0.04 -1.93 0.86 0.53 -1.19 0.64 0.81 0.71 0.23 0.09 17.293 116.984 28.328 0.017 0.017 -0.932 0.024 0.024 1.0 0.0 0.0 0.535 0.11 0.11 0.489 8 0.829 0.013 0.013 0 0 1 1 0 2.889 21.236 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-42974 53.150093 -27.755131 8.57 8.572 0.167 0.138 24.631 1.362 8.478 0.05 0.05 0.448 0.01 0.01 -2.52 0.09 0.07 -19.896 0.04 0.04 -1.01 0.25 0.16 -0.53 0.49 0.35 0.03 0.03 0.1 20.301 102.819 28.148 0.027 0.027 -0.711 0.105 0.105 1.0 0.0 0.0 0.47 0.061 0.061 0.602 8 0.72 0.018 0.018 0 0 1 0 0 1.095 13.737 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-43409 53.168652 -27.754108 7.43 7.434 0.304 0.37 7.679 0.986 7.637 0.17 0.47 0.197 0.17 0.1 -2.13 0.18 0.09 -17.732 0.07 0.07 -1.65 0.44 0.77 -0.5 0.83 0.35 0.03 0.03 0.2 9.862 57.077 28.62 0.046 0.046 -0.2 0.032 0.032 1.0 0.0 0.0 0.256 0.033 0.033 0.824 8 1.341 0.055 0.058 0 0 1 0 0 4.326 8.411 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-43422 53.156612 -27.754284 7.39 7.392 0.284 0.319 21.838 1.666 8.568 0.07 0.11 0.448 0.12 0.08 -2.01 0.11 0.06 -18.405 0.08 0.08 -0.98 0.24 0.15 -1.52 0.28 0.89 0.03 0.03 0.25 9.044 72.582 28.322 0.051 0.051 0.005 0.218 0.218 1.0 0.0 0.0 0.368 0.028 0.028 0.638 8 1.143 0.052 0.055 0 0 1 0 0 1.288 11.963 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-44487 53.188103 -27.751987 7.31 7.306 0.079 0.077 29.822 1.11 8.01 0.08 0.11 0.37 0.09 0.09 -2.13 0.1 0.09 -18.46 0.05 0.05 -2.5 0.51 0.96 -0.53 0.29 0.22 0.71 0.1 0.09 13.338 122.045 28.229 0.023 0.023 -0.745 0.023 0.023 1.0 0.0 0.0 0.534 0.067 0.067 0.461 8 1.148 0.024 0.025 0 0 1 0 0 3.778 21.504 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-44871 53.178692 -27.751266 7.69 7.69 0.335 0.174 105.034 1.654 8.958 0.03 0.05 1.058 0.02 0.02 -2.01 0.02 0.02 -20.555 0.02 0.01 -1.51 0.26 0.18 -0.21 0.03 0.05 0.07 0.03 0.12 46.405 333.177 26.895 0.009 0.009 -0.41 0.067 0.067 1.0 0.0 0.0 0.534 0.014 0.014 1.037 8 0.867 0.007 0.007 0 0 1 0 0 10.969 35.875 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-45155 53.149796 -27.750534 7.32 7.32 0.111 0.107 10.956 0.915 7.372 0.2 0.18 0.012 0.03 0.03 -2.51 0.11 0.12 -17.956 0.07 0.07 -1.96 0.57 0.64 -0.5 0.59 0.3 0.28 0.24 0.17 9.88 65.558 28.959 0.036 0.036 -0.767 0.031 0.031 1.0 0.0 0.0 0.453 0.119 0.119 0.425 8 1.051 0.034 0.035 0 0 1 0 0 1.567 19.268 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-47089 53.18932 -27.745836 7.22 7.218 0.089 0.095 14.679 0.866 7.583 0.14 0.15 -0.017 0.13 0.11 -2.29 0.13 0.11 -18.048 0.07 0.06 -2.21 0.67 0.79 -0.46 0.31 0.25 0.51 0.25 0.14 11.511 86.631 28.869 0.027 0.027 -0.938 0.035 0.035 1.0 0.0 0.0 0.748 0.165 0.165 0.634 8 1.03 0.025 0.026 0 0 1 1 0 1.865 18.706 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-47285 53.179623 -27.745205 7.37 7.374 0.211 0.226 11.145 1.171 8.196 0.37 0.33 0.136 0.04 0.18 -2.24 0.19 0.19 -17.885 0.09 0.12 -0.98 1.34 0.51 -0.93 0.74 0.67 0.63 0.43 0.3 8.728 55.765 28.642 0.044 0.044 -0.353 0.036 0.036 1.0 0.0 0.0 0.417 0.055 0.055 0.521 8 1.219 0.048 0.05 0 0 1 0 0 1.481 11.163 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-47520 53.17057 -27.744678 7.36 7.362 0.364 0.399 13.867 1.294 8.179 0.22 0.24 0.159 0.15 0.18 -1.9 0.15 0.19 -18.626 0.1 0.08 -1.42 0.25 0.29 -1.04 0.57 0.9 0.4 0.37 0.29 8.501 60.349 29.264 0.066 0.066 -0.48 0.098 0.098 1.0 0.0 0.0 0.388 0.117 0.117 0.673 8 0.675 0.04 0.042 0 0 1 0 1 7.836 6.021 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-47564 53.178589 -27.74456 7.29 7.286 0.099 0.1 13.853 1.159 7.469 0.15 0.19 0.119 0.03 0.02 -2.36 0.11 0.13 -18.137 0.08 0.07 -2.29 0.33 0.78 -0.45 0.32 0.27 0.47 0.16 0.14 10.516 60.096 28.631 0.034 0.034 -0.697 0.069 0.069 1.0 0.0 0.0 0.732 0.088 0.088 0.656 8 1.07 0.033 0.034 0 0 1 0 0 6.419 16.195 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-47602 53.177204 -27.744425 7.35 7.35 0.152 0.188 15.636 1.259 8.124 0.13 0.19 0.434 0.12 0.09 -2.11 0.12 0.09 -18.411 0.06 0.07 -2.09 0.41 1.05 -1.09 0.65 0.67 0.85 0.13 0.1 13.243 79.812 28.149 0.025 0.025 -0.335 0.021 0.021 1.0 0.0 0.0 0.251 0.03 0.03 0.511 8 1.212 0.028 0.028 0 0 1 0 0 4.83 14.736 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-48793 53.171856 -27.7407 7.25 7.255 0.123 0.161 14.962 1.041 7.972 0.11 0.12 0.302 0.02 0.02 -2.39 0.1 0.09 -18.404 0.06 0.05 -1.69 0.66 0.33 -1.22 0.52 0.85 0.33 0.3 0.28 14.179 89.847 28.277 0.041 0.041 -0.696 0.042 0.042 1.0 0.0 0.0 0.738 0.11 0.11 0.356 8 1.209 0.044 0.046 0 0 1 0 0 1.189 16.861 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-48873 53.178612 -27.740423 8.89 8.893 0.241 0.204 16.081 1.246 8.367 0.28 0.28 0.247 0.05 0.23 -2.22 0.15 0.25 -18.414 0.13 0.09 -1.01 0.65 0.4 -0.54 0.65 0.35 0.15 0.15 0.44 8.189 57.699 28.751 0.042 0.042 -0.521 0.331 0.331 1.0 0.0 0.0 0.556 0.069 0.069 0.436 8 1.113 0.042 0.044 0 0 1 0 0 1.601 11.627 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-49208 53.17572 -27.739233 7.62 7.625 0.29 0.26 31.214 1.382 8.718 0.03 0.08 0.778 0.05 0.05 -2.15 0.05 0.05 -18.765 0.04 0.04 -1.46 0.33 0.16 -0.32 0.21 0.12 0.07 0.07 0.39 19.862 124.491 27.255 0.086 0.086 0.034 0.484 0.484 1.0 0.0 0.0 0.2 0.027 0.027 1.799 8 1.652 0.125 0.136 0 0 1 0 0 7.118 20.254 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-49452 53.169575 -27.73806 7.35 7.349 0.063 0.05 94.19 1.274 8.394 0.03 0.03 0.874 0.0 0.01 -2.27 0.03 0.03 -20.055 0.01 0.01 -2.8 0.43 0.44 -0.43 0.1 0.08 0.55 0.03 0.03 44.376 359.488 26.817 0.007 0.007 -0.629 0.009 0.009 1.0 0.0 0.0 0.67 0.016 0.016 0.951 8 1.082 0.007 0.007 0 0 1 0 0 5.099 39.808 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-49900 53.167809 -27.736139 7.3 7.301 0.053 0.064 67.937 1.65 8.46 0.06 0.09 0.78 0.07 0.07 -1.93 0.07 0.07 -19.34 0.04 0.03 -2.39 0.54 0.86 -0.54 0.24 0.19 0.92 0.09 0.06 20.436 184.306 27.542 0.023 0.023 -0.169 0.014 0.014 0.414 0.047 0.047 0.736 0.025 0.025 1.051 8 1.0 1.0 1.0 1 0 1 0 0 11.722 26.803 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-49932 53.167774 -27.736191 7.56 7.557 0.268 0.271 38.584 1.503 8.338 0.06 0.06 0.428 0.03 0.06 -2.2 0.05 0.06 -20.155 0.04 0.04 -1.53 0.27 0.17 -0.3 0.66 0.21 0.26 0.24 0.24 21.517 142.588 28.097 0.022 0.022 -0.76 0.024 0.024 1.0 0.0 0.0 0.859 0.072 0.072 0.907 8 0.6 0.012 0.012 0 0 1 0 0 2.724 15.115 JWST_NIRCAM_MULTIPLE_F115W-d
jadesgds-50409 53.163158 -27.733881 8.62 8.619 0.276 0.181 9.482 1.039 8.329 0.83 0.16 0.239 0.03 0.03 -2.68 0.13 0.14 -18.218 0.1 0.09 -0.7 0.85 0.25 -0.78 0.78 0.58 0.04 0.03 0.25 8.197 42.968 28.798 0.03 0.03 -1.141 0.156 0.156 1.0 0.0 0.0 0.2 2.235 2.235 0.665 8 1.227 0.034 0.034 0 0 1 1 0 0.839 6.06 JWST_NIRCAM_MULTIPLE_F115W-d
gto-5945 177.44745 22.505428 7.37 7.371 0.1 0.085 26.891 2.422 7.505 0.21 0.23 0.455 0.03 0.02 -2.59 0.11 0.13 -18.827 0.07 0.07 -2.25 0.32 1.0 -0.46 0.24 0.25 0.17 0.13 0.17 10.452 35.764 27.897 0.026 0.026 -0.757 0.025 0.025 1.0 0.0 0.0 0.412 0.084 0.084 0.313 7 1.162 0.027 0.028 0 0 1 0 0 4.468 18.259 JWST_NIRCAM_MULTIPLE_F115W-d
gto-8789 177.46202 22.520525 7.3 7.297 0.041 0.048 376.23 7.051 8.6 0.09 0.07 1.27 0.07 0.05 -2.01 0.07 0.05 -20.69 0.04 0.03 -2.38 0.31 0.44 -0.41 0.12 0.1 0.7 0.08 0.07 18.306 137.248 25.971 0.019 0.019 0.309 0.012 0.012 0.717 0.044 0.044 0.203 0.005 0.005 1.661 7 1.0 1.0 1.0 1 0 1 0 1 29.412 29.03 JWST_NIRCAM_MULTIPLE_F115W-d
gto-9402 177.46661 22.524611 7.32 7.32 0.147 0.145 33.585 2.724 7.713 0.2 0.21 0.423 0.03 0.03 -2.47 0.13 0.15 -19.253 0.08 0.08 -1.98 0.55 0.83 -0.41 0.52 0.24 0.3 0.27 0.22 10.241 43.155 27.964 0.024 0.024 -0.784 0.028 0.028 1.0 0.0 0.0 0.255 0.123 0.123 0.929 7 0.918 0.02 0.021 0 0 1 0 0 2.326 12.679 JWST_NIRCAM_MULTIPLE_F115W-d
gto-12617 177.44411 22.474209 7.3 7.299 0.086 0.082 47.268 5.621 8.078 0.28 0.17 0.438 0.11 0.17 -2.14 0.12 0.17 -18.801 0.1 0.1 -2.05 0.81 0.72 -0.62 0.48 0.36 0.53 0.46 0.31 8.184 28.935 27.994 0.033 0.033 -0.565 0.028 0.028 1.0 0.0 0.0 0.754 0.059 0.059 0.302 7 1.066 0.032 0.033 0 0 1 0 0 4.255 19.228 JWST_NIRCAM_MULTIPLE_F115W-d
gto-16706 177.4827 22.519428 7.3 7.298 0.114 0.236 48.079 2.758 8.445 0.13 0.1 0.725 0.14 0.16 -1.93 0.13 0.16 -18.513 0.09 0.11 -2.48 0.56 0.97 -0.56 0.46 0.25 0.93 0.2 0.16 8.114 48.663 27.672 0.037 0.037 -0.215 0.025 0.025 1.0 0.0 0.0 0.363 0.03 0.03 0.239 7 1.364 0.046 0.048 0 0 1 0 0 6.855 14.034 JWST_NIRCAM_MULTIPLE_F115W-d
gto-18327 177.45447 22.472237 7.32 7.316 0.066 0.068 50.379 4.936 7.217 0.14 0.23 0.377 0.04 0.05 -2.44 0.06 0.05 -18.554 0.1 0.12 -2.37 0.67 1.0 -0.5 0.11 0.12 0.02 0.02 0.09 8.906 25.975 27.891 0.018 0.018 -1.093 0.04 0.04 1.0 0.0 0.0 0.463 0.249 0.249 0.224 7 1.221 0.02 0.02 0 0 1 1 0 5.063 24.679 JWST_NIRCAM_MULTIPLE_F115W-d
gto-18617 177.47357 22.50325 8.2 8.197 0.234 0.217 55.294 4.913 8.259 0.07 0.06 0.499 0.02 0.02 -2.43 0.09 0.08 -21.413 0.06 0.05 -1.51 0.28 0.19 -0.51 0.65 0.31 0.02 0.02 0.14 13.278 51.7 28.0 0.178 0.178 -0.486 0.157 0.157 1.0 0.0 0.0 0.2 0.404 0.404 0.593 7 0.379 0.057 0.068 0 0 1 0 0 0.48 8.43 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam1-14500 214.99438 52.989376 8.81 8.81 0.0 0.0 34.275 2.531 9.106 0.08 0.06 0.826 0.03 0.03 -2.59 0.12 0.22 -19.871 0.09 0.07 -0.6 0.24 0.17 -1.29 0.57 0.66 0.24 0.23 0.29 13.194 52.902 27.205 0.017 0.017 -0.9 0.023 0.023 1.0 0.0 0.0 0.393 0.091 0.091 0.31 7 1.137 0.017 0.018 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam1-16530 215.01169 52.988289 8.88 8.88 0.0 0.0 53.09 2.644 9.16 0.47 0.11 1.05 0.02 0.02 -2.44 0.12 0.09 -20.416 0.05 0.06 -0.75 0.94 0.23 -0.97 0.63 0.56 0.5 0.13 0.12 17.822 76.962 26.703 0.013 0.013 -0.64 0.015 0.015 1.0 0.0 0.0 0.344 0.03 0.03 0.396 7 1.121 0.013 0.013 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam5-25569 214.93858 52.911755 8.76 8.76 0.0 0.0 106.424 7.605 9.162 0.09 0.07 0.922 0.02 0.09 -2.22 0.09 0.09 -20.849 0.06 0.05 -1.01 0.29 0.15 -0.49 0.45 0.22 0.1 0.1 0.34 16.8 65.936 26.972 0.018 0.018 -0.775 0.118 0.118 1.0 0.0 0.0 0.576 0.053 0.053 0.402 7 0.78 0.013 0.013 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam6-13869 214.88295 52.840424 7.83 7.83 0.0 0.0 181.865 3.233 8.432 0.07 0.07 0.952 0.01 0.03 -2.26 0.05 0.06 -20.606 0.04 0.03 -2.78 0.46 0.55 -0.54 0.07 0.07 0.53 0.07 0.07 22.869 120.225 26.667 0.012 0.012 -1.001 0.044 0.044 1.0 0.0 0.0 0.884 0.085 0.085 0.237 7 0.916 0.01 0.01 0 1 0 1 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam8-9615 215.03539 52.890678 8.68 8.68 0.0 0.0 853.485 9.829 9.589 0.03 0.03 1.959 0.04 0.03 -1.75 0.04 0.03 -21.703 0.02 0.02 -2.85 0.42 0.35 -0.51 0.08 0.05 1.05 0.04 0.04 49.332 284.987 25.276 0.009 0.009 -0.247 0.052 0.052 1.0 0.0 0.0 0.341 0.006 0.006 2.25 7 1.094 0.009 0.009 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam10-764 214.84309 52.747894 7.51 7.51 0.0 0.0 41.61 6.801 8.6 0.21 0.08 0.88 0.02 0.02 -2.46 0.13 0.08 -19.67 0.06 0.05 -1.55 0.4 0.24 -1.04 0.6 0.78 0.06 0.06 0.26 13.234 32.028 26.9 0.05 0.05 -0.34 0.041 0.041 1.0 0.0 0.0 0.823 0.082 0.082 0.478 7 1.318 0.059 0.062 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam10-9035 214.81206 52.746761 7.48 7.48 0.0 0.0 102.851 4.769 8.205 0.12 0.11 0.895 0.02 0.01 -2.4 0.07 0.07 -19.913 0.04 0.04 -2.62 0.42 0.95 -0.53 0.2 0.17 0.35 0.08 0.08 15.756 85.806 26.758 0.026 0.026 -0.093 0.017 0.017 1.0 0.0 0.0 0.213 0.012 0.012 0.672 7 1.188 0.028 0.029 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
ceersnircam10-12158 214.80606 52.750881 7.65 7.65 0.0 0.0 50.713 4.109 9.358 0.15 0.06 0.918 0.19 0.16 -1.88 0.2 0.16 -19.256 0.09 0.09 -0.61 0.35 0.19 -0.48 0.83 0.36 0.9 0.2 0.2 8.487 51.093 27.563 0.038 0.038 -0.477 0.036 0.036 1.0 0.0 0.0 0.584 0.063 0.063 0.247 7 1.142 0.039 0.041 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-415 3.6375601 -30.449146 10.34 10.339 0.72 0.63 48.541 12.187 8.515 0.18 0.48 1.105 0.05 0.04 -2.48 0.2 0.24 -20.147 0.13 0.1 -1.78 0.49 0.94 -1.18 0.55 0.59 0.04 0.04 0.26 8.18 17.058 26.861 0.049 0.049 -0.483 0.051 0.051 1.0 0.0 0.0 0.494 0.06 0.06 0.775 5 1.355 0.059 0.062 0 0 1 0 0 0.032 10.887 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-10442 3.5925007 -30.401461 10.26 10.261 0.607 0.358 26.064 2.402 8.001 0.38 0.11 -0.259 0.02 0.02 -2.48 0.13 0.14 -17.1 0.06 0.06 -0.65 0.32 0.16 -0.97 0.72 0.58 0.34 0.28 0.26 13.694 38.358 30.18 0.03 0.03 -1.607 0.301 0.301 1.0 0.0 0.0 0.413 0.049 0.049 0.906 6 1.144 0.031 0.032 0 0 1 0 0 1.438 28.657 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-10587 3.595001 -30.400736 9.79 10.711 0.411 0.245 51.228 4.627 7.417 0.17 0.15 -0.203 0.08 0.09 -2.15 0.08 0.09 -18.954 0.05 0.05 -2.28 0.33 0.88 -0.67 0.8 0.48 0.77 0.11 0.12 16.616 42.873 30.051 0.145 0.145 -1.25 0.481 0.481 1.0 0.0 0.0 0.436 0.065 0.065 2.663 6 0.471 0.059 0.067 0 1 0 0 0 5.099 22.0 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-17600 3.5407965 -30.380466 12.13 12.132 0.333 0.388 56.862 3.603 8.566 0.31 0.61 0.926 0.19 0.21 -1.55 0.21 0.23 -18.616 0.09 0.08 -1.6 0.56 1.01 -0.66 0.94 0.44 0.74 0.33 0.29 11.535 48.233 28.843 0.037 0.037 -0.91 0.22 0.22 1.0 0.0 0.0 0.474 0.035 0.035 0.466 6 1.144 0.038 0.039 0 0 1 0 0 1.648 14.172 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-18782 3.5670605 -30.377871 10.12 10.123 0.497 0.383 50.099 4.207 7.798 0.08 0.22 0.508 0.08 0.06 -2.05 0.07 0.05 -18.989 0.05 0.05 -1.83 0.3 0.79 -0.33 0.25 0.18 0.01 0.01 0.07 10.855 36.452 28.61 0.066 0.066 -1.005 0.197 0.197 1.0 0.0 0.0 0.2 0.111 0.111 0.563 6 0.994 0.058 0.062 0 0 1 0 0 0.233 23.815 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-21342 3.5119276 -30.371861 10.99 10.993 0.222 0.188 87.174 2.195 9.2 0.24 0.11 0.93 0.09 0.1 -2.13 0.08 0.1 -19.729 0.07 0.05 -0.57 0.13 0.11 -0.26 0.9 0.19 0.01 0.01 0.06 27.828 100.813 27.517 0.013 0.013 -0.698 0.022 0.022 1.0 0.0 0.0 0.278 0.013 0.013 0.622 6 1.215 0.014 0.015 0 0 1 0 0 8.11 71.768 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-26963 3.5901072 -30.359735 10.51 10.51 0.419 0.346 32.228 3.732 7.572 0.35 0.43 0.192 0.03 0.03 -2.66 0.11 0.13 -18.618 0.08 0.07 -1.66 1.13 0.74 -0.79 0.82 0.58 0.11 0.11 0.23 12.167 29.815 29.154 0.023 0.023 -1.953 0.264 0.264 1.0 0.0 0.0 0.2 0.72 0.72 0.891 6 0.97 0.02 0.021 0 0 1 1 0 1.295 25.029 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-33433 3.4787576 -30.345522 10.55 10.548 0.643 0.507 31.313 2.025 8.129 0.28 0.58 0.729 0.13 0.12 -2.09 0.12 0.11 -19.264 0.12 0.1 -1.51 0.54 0.86 -0.71 0.9 0.49 0.05 0.05 0.16 10.446 38.886 28.019 0.029 0.029 -1.027 0.056 0.056 1.0 0.0 0.0 0.2 0.241 0.241 0.561 5 1.153 0.03 0.031 0 0 1 1 0 1.616 16.813 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-40815 3.4514265 -30.3218 10.72 10.719 0.502 0.42 36.351 2.891 8.843 0.4 0.11 0.843 0.03 0.03 -2.55 0.12 0.14 -20.389 0.09 0.08 -1.03 0.32 0.26 -0.97 0.69 0.59 0.06 0.05 0.23 12.292 34.973 27.524 0.033 0.033 -0.592 0.052 0.052 1.0 0.0 0.0 0.507 0.056 0.056 1.217 5 0.905 0.027 0.028 0 0 1 0 0 0.429 20.956 JWST_NIRCAM_MULTIPLE_F150W-d
glassnircam-41081 3.4513645 -30.320717 10.37 10.369 0.678 0.466 25.836 2.314 8.657 0.3 0.09 0.737 0.02 0.02 -2.6 0.1 0.14 -20.013 0.08 0.07 -1.04 0.36 0.18 -0.94 0.77 0.69 0.05 0.05 0.21 11.384 30.75 27.793 0.026 0.026 -1.277 0.082 0.082 1.0 0.0 0.0 0.2 0.811 0.811 0.79 5 0.955 0.023 0.024 0 0 1 1 0 0.431 18.733 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-205 34.245892 -5.3258433 10.88 10.882 0.174 0.199 116.253 10.078 9.02 1.11 0.48 1.15 0.04 0.03 -2.38 0.11 0.14 -20.766 0.12 0.1 -0.69 1.59 0.22 -1.36 0.41 0.64 0.0 0.0 0.02 13.762 18.429 26.712 0.039 0.039 -0.507 0.27 0.27 1.0 0.0 0.0 0.925 0.075 0.075 0.107 6 1.071 0.038 0.039 0 0 1 0 0 11.234 29.133 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-1590 34.342319 -5.3219562 11.69 11.693 0.534 0.553 36.959 6.225 9.026 0.1 0.16 1.066 0.05 0.17 -2.21 0.15 0.18 -20.245 0.1 0.08 -1.41 0.33 0.36 -1.04 0.57 0.66 0.02 0.02 0.18 9.872 17.61 27.082 0.072 0.072 -0.255 0.052 0.052 1.0 0.0 0.0 0.531 0.072 0.072 0.129 6 1.219 0.079 0.084 0 0 1 0 0 3.317 4.449 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-7273 34.495377 -5.3158555 11.01 11.011 0.817 0.309 146.1 10.408 8.716 0.27 0.78 1.476 0.11 0.12 -1.93 0.09 0.11 -21.346 0.11 0.09 -1.53 0.47 0.95 -0.68 1.06 0.55 0.11 0.1 0.12 12.217 27.017 26.536 0.041 0.041 -0.268 0.031 0.031 1.0 0.0 0.0 0.444 0.037 0.037 0.14 6 0.882 0.033 0.034 0 0 1 0 0 5.992 13.172 JWST_NIRCAM_MULTIPLE_F150W-d
primernircam-30091 34.291264 -5.3028331 11.53 11.529 0.826 0.693 24.742 6.612 8.687 0.53 0.75 1.057 0.06 0.04 -2.59 0.2 0.26 -19.218 0.17 0.12 -1.48 1.3 0.88 -0.91 0.74 0.59 0.13 0.13 0.39 8.052 11.918 27.061 0.068 0.068 -0.159 0.043 0.043 1.0 0.0 0.0 0.326 0.04 0.04 0.091 6 1.981 0.12 0.128 0 0 1 0 0 0.7 3.068 JWST_NIRCAM_MULTIPLE_F150W-d
