id ra dec z_gsf z err_l_z err_u_z flux_f444w fluxerr_f444w logMstel err_l_logMstel err_u_logMstel logSFRUV err_l_logSFRUV err_u_logSFRUV beta err_l_beta err_u_beta Muv err_l_Muv err_u_Muv logT err_l_logT err_u_logT logZ err_l_logZ err_u_logZ Av err_l_Av err_u_Av sn_uv sn_det mgf err_l_mgf err_u_mgf logre_kpc err_l_logre_kpc err_u_logre_kpc n err_l_n err_u_n q err_l_q err_u_q chi2 no-data-sed scale_flux err_scale_flux_l err_scale_flux_u flag_gf flag_zspec flag_keydrop flag_unresolved flag_bd chi2nu_eazy chi2nu_spex keydrop
ceersnircam9-23526 214.89163 52.815952 5.67 5.67 0.0 0.0 38.679 2.169 7.037 0.1 0.37 0.287 0.04 0.05 -2.57 0.05 0.05 -18.558 0.11 0.13 -1.55 0.84 1.01 -0.6 0.04 0.04 0.0 0.0 0.01 8.151 75.16 27.908 0.026 0.026 -1.033 0.056 0.056 1.0 0.0 0.0 0.498 0.324 0.324 0.586 7 1.089 0.026 0.027 0 1 0 1 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F090W-d
ceersnircam10-4066 214.7991 52.725136 6.09 6.09 0.0 0.0 42.65 4.058 7.339 0.18 0.82 0.499 0.04 0.03 -2.55 0.05 0.06 -18.817 0.09 0.1 -1.34 1.03 0.61 -0.61 0.12 0.08 0.01 0.01 0.03 8.49 66.699 27.565 0.044 0.044 -0.23 0.032 0.032 1.0 0.0 0.0 0.2 0.033 0.033 0.434 7 1.228 0.049 0.051 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F090W-d
ceersnircam10-8944 214.78981 52.730808 6.74 6.74 0.0 0.0 51.354 3.547 9.093 0.05 0.05 0.703 0.02 0.02 -2.42 0.06 0.11 -19.438 0.05 0.05 -0.57 0.34 0.2 -0.82 0.41 0.45 0.02 0.02 0.19 15.249 97.148 27.078 0.021 0.021 -0.433 0.022 0.022 1.0 0.0 0.0 0.42 0.03 0.03 0.599 7 1.183 0.022 0.023 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F090W-d
ceersnircam10-10494 214.78569 52.731571 5.29 5.29 0.0 0.0 64.638 5.63 8.804 0.05 0.13 0.634 0.12 0.15 -1.86 0.09 0.13 -19.214 0.14 0.11 -0.93 0.26 0.15 -0.7 0.38 0.42 0.03 0.02 0.28 8.59 72.641 27.567 0.025 0.025 -1.017 0.056 0.056 1.0 0.0 0.0 0.2 0.493 0.493 0.575 7 0.86 0.019 0.02 0 1 0 1 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F090W-d
ceersnircam10-11869 214.81262 52.75486 5.43 5.43 0.0 0.0 43.697 4.048 9.302 0.09 0.06 0.642 0.06 0.04 -2.59 0.24 0.37 -19.289 0.2 0.12 -0.02 0.07 0.06 -0.75 0.86 0.6 0.27 0.26 0.42 13.941 66.25 27.054 0.029 0.029 -0.27 0.023 0.023 1.0 0.0 0.0 0.314 0.029 0.029 0.857 7 1.181 0.031 0.032 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F090W-d
ceersnircam10-13801 214.80548 52.754742 5.86 5.86 0.0 0.0 29.162 3.585 8.789 0.27 0.07 0.409 0.04 0.04 -2.59 0.08 0.13 -18.622 0.11 0.09 -0.57 0.37 0.17 -0.93 0.48 0.65 0.03 0.03 0.32 9.018 40.855 27.605 0.044 0.044 -0.349 0.037 0.037 1.0 0.0 0.0 0.513 0.06 0.06 0.66 7 1.256 0.05 0.052 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F090W-d
com1063-15721 188.96646 4.9614086 7.37 7.369 0.17 0.263 48.758 2.212 8.174 0.29 0.28 0.694 0.03 0.03 -2.48 0.17 0.23 -19.625 0.1 0.09 -2.21 0.7 1.13 -0.8 0.63 0.57 0.35 0.34 0.25 13.166 22.631 27.388 0.022 0.022 -0.67 0.023 0.023 1.0 0.0 0.0 0.63 0.051 0.051 0.167 8 1.082 0.022 0.022 0 0 1 0 0 2.614 10.162 JWST_NIRCAM_MULTIPLE_F115W-d
nep-2312 260.68854 65.714592 7.29 7.294 0.041 0.044 253.454 5.461 8.882 0.06 0.06 1.322 0.06 0.06 -2.05 0.06 0.06 -20.846 0.03 0.03 -2.76 0.41 0.79 -0.33 0.17 0.15 0.73 0.07 0.07 25.232 149.429 26.101 0.013 0.013 -0.278 0.013 0.013 1.0 0.0 0.0 0.675 0.018 0.018 0.347 7 1.051 0.013 0.013 0 0 1 0 0 7.115 25.573 JWST_NIRCAM_MULTIPLE_F115W-d
nep-4843 260.6767 65.720131 7.28 7.275 0.236 0.365 36.158 4.736 8.464 0.25 0.24 0.674 0.13 0.24 -2.12 0.22 0.25 -19.384 0.14 0.11 -1.7 0.74 0.82 -0.92 0.76 0.7 0.73 0.59 0.27 8.217 36.112 27.469 0.052 0.052 -0.316 0.042 0.042 1.0 0.0 0.0 0.633 0.071 0.071 0.258 7 1.034 0.049 0.051 0 0 1 0 0 1.924 9.18 JWST_NIRCAM_MULTIPLE_F115W-d
nep-15634 260.70917 65.740883 7.29 7.291 0.082 0.077 74.4 3.354 8.333 0.15 0.14 0.853 0.12 0.1 -2.01 0.12 0.1 -19.452 0.06 0.06 -2.23 0.34 0.8 -0.39 0.45 0.26 0.77 0.16 0.12 13.045 72.566 27.203 0.023 0.023 -0.373 0.02 0.02 1.0 0.0 0.0 0.439 0.032 0.032 0.331 7 1.105 0.024 0.024 0 0 1 0 0 10.528 17.365 JWST_NIRCAM_MULTIPLE_F115W-d
nep-24767 260.69934 65.760391 8.23 8.227 0.269 0.283 47.435 2.634 8.58 0.23 0.11 0.76 0.08 0.1 -2.14 0.08 0.09 -19.79 0.06 0.07 -1.47 0.31 0.29 -0.61 0.53 0.38 0.03 0.03 0.15 11.459 69.557 27.515 0.034 0.034 -0.207 0.015 0.015 0.2 0.086 0.086 0.257 0.018 0.018 0.796 7 1.0 1.0 1.0 1 0 1 0 0 4.99 13.551 JWST_NIRCAM_MULTIPLE_F115W-d
nep-38016 260.69568 65.785934 8.28 8.278 0.173 0.16 123.666 2.942 8.112 0.09 0.16 1.032 0.01 0.01 -2.65 0.04 0.07 -20.779 0.03 0.03 -2.55 0.45 1.25 -0.4 0.19 0.16 0.12 0.07 0.07 22.132 110.333 26.633 0.011 0.011 -1.055 0.031 0.031 1.0 0.0 0.0 0.824 0.081 0.081 0.324 7 0.938 0.009 0.009 0 0 1 1 0 12.61 19.081 JWST_NIRCAM_MULTIPLE_F115W-d
nep-41263 260.70978 65.790955 7.24 7.241 0.345 0.474 31.267 2.319 8.737 0.06 0.09 0.457 0.04 0.14 -2.26 0.1 0.16 -18.998 0.1 0.1 -1.02 0.24 0.18 -0.43 0.27 0.22 0.07 0.07 0.43 8.014 48.924 27.886 0.038 0.038 -0.498 0.036 0.036 1.0 0.0 0.0 0.692 0.067 0.067 0.26 7 1.088 0.038 0.039 0 0 1 0 0 1.505 12.143 JWST_NIRCAM_MULTIPLE_F115W-d
nep-44420 260.7374 65.795807 7.26 7.261 0.07 0.062 219.747 4.11 8.53 0.1 0.07 0.87 0.06 0.06 -2.13 0.04 0.06 -20.855 0.06 0.05 -1.58 0.28 0.23 -0.13 0.78 0.08 0.27 0.11 0.12 17.725 141.868 26.962 0.035 0.035 -0.346 0.018 0.018 1.0 0.0 0.0 0.429 0.029 0.029 0.369 7 0.676 0.021 0.022 0 0 1 0 0 7.858 29.59 JWST_NIRCAM_MULTIPLE_F115W-d
nep-48900 260.72177 65.805756 8.49 8.486 0.22 0.188 89.841 3.68 9.41 0.06 0.04 1.08 0.01 0.01 -2.65 0.06 0.07 -20.79 0.04 0.04 -0.55 0.28 0.17 -0.75 0.45 0.41 0.02 0.02 0.1 18.412 80.158 25.863 0.077 0.077 0.068 0.053 0.053 3.03 0.326 0.326 0.501 0.026 0.026 0.877 7 1.0 1.0 1.0 1 0 1 0 0 2.364 8.121 JWST_NIRCAM_MULTIPLE_F115W-d
nep-55180 260.75189 65.820541 7.23 7.232 0.07 0.072 242.245 4.302 8.425 0.15 0.15 0.885 0.09 0.09 -1.95 0.08 0.09 -20.472 0.08 0.06 -1.94 0.84 0.5 -0.25 0.18 0.17 0.64 0.29 0.13 10.816 128.197 27.379 0.025 0.025 -0.786 0.024 0.024 1.0 0.0 0.0 0.482 0.094 0.094 0.237 7 0.684 0.015 0.016 0 0 1 0 0 22.338 30.361 JWST_NIRCAM_MULTIPLE_F115W-d
nep-55261 260.73605 65.819099 8.45 8.445 0.263 0.228 49.473 2.757 9.047 0.31 0.16 0.817 0.03 0.03 -2.54 0.1 0.15 -19.584 0.08 0.08 -0.62 0.3 0.21 -0.95 0.71 0.71 0.12 0.12 0.29 9.507 54.466 27.257 0.036 0.036 -0.401 0.03 0.03 1.0 0.0 0.0 0.706 0.056 0.056 0.311 7 1.278 0.042 0.043 0 0 1 0 0 0.586 6.456 JWST_NIRCAM_MULTIPLE_F115W-d
nep-57629 260.724 65.821655 8.54 8.545 0.274 0.222 111.94 4.633 8.099 0.19 0.38 0.999 0.03 0.03 -2.6 0.07 0.11 -20.118 0.07 0.07 -2.38 0.6 1.35 -0.51 0.32 0.23 0.11 0.1 0.15 9.513 56.54 26.758 0.038 0.038 -0.16 0.025 0.025 1.0 0.0 0.0 0.229 0.02 0.02 0.45 7 1.226 0.042 0.044 0 0 1 0 1 12.748 11.883 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-3796 3.6171718 -30.425545 9.31 9.31 0.0 0.0 249.344 9.826 9.304 0.08 0.08 1.494 0.04 0.06 -1.98 0.04 0.06 -21.688 0.03 0.03 -2.75 0.41 0.94 -1.09 0.67 0.53 1.02 0.07 0.06 25.552 90.919 26.176 0.017 0.017 -0.566 0.044 0.044 1.0 0.0 0.0 0.302 0.015 0.015 1.079 5 0.806 0.013 0.013 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-5260 3.6085184 -30.418537 7.29 7.29 0.0 0.0 487.452 10.109 8.522 0.04 0.04 1.212 0.01 0.01 -2.32 0.04 0.04 -21.118 0.02 0.02 -2.41 0.35 0.23 -0.46 0.07 0.08 0.5 0.03 0.04 36.99 120.572 25.958 0.013 0.013 -0.385 0.023 0.023 1.0 0.0 0.0 0.72 0.015 0.015 1.866 7 0.949 0.011 0.011 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-15395 3.5960913 -30.385817 7.89 7.89 0.0 0.0 136.226 3.466 8.198 0.1 0.09 0.618 0.05 0.07 -2.18 0.07 0.06 -19.104 0.03 0.04 -2.77 0.48 0.65 -0.5 0.1 0.09 0.63 0.11 0.08 23.153 89.715 27.618 0.021 0.021 -0.479 0.086 0.086 1.0 0.0 0.0 0.307 0.011 0.011 1.093 7 1.184 0.023 0.023 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-16933 3.6033962 -30.382244 7.88 7.88 0.0 0.0 181.973 5.234 9.42 0.06 0.04 0.74 0.07 0.09 -1.99 0.07 0.09 -20.622 0.04 0.05 -0.54 0.31 0.17 -1.77 0.17 0.29 0.74 0.23 0.17 22.757 101.832 27.73 0.027 0.027 -0.608 0.576 0.576 1.0 0.0 0.0 0.988 0.024 0.024 0.681 7 0.567 0.014 0.014 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-16993 3.6038527 -30.382246 7.88 7.88 0.0 0.0 305.904 7.598 9.553 0.28 0.11 1.273 0.1 0.11 -1.25 0.1 0.11 -20.873 0.08 0.05 -0.84 0.48 0.28 -1.16 0.52 0.63 1.67 0.11 0.1 19.123 112.185 27.778 0.024 0.024 -0.551 0.123 0.123 1.0 0.0 0.0 0.508 0.024 0.024 0.775 7 0.45 0.01 0.01 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-17308 3.6064591 -30.380976 7.88 7.88 0.0 0.0 95.302 4.316 8.954 0.4 0.15 0.604 0.02 0.08 -2.25 0.11 0.1 -20.002 0.05 0.05 -0.64 0.36 0.22 -0.83 0.4 0.33 0.64 0.16 0.13 19.69 64.855 27.595 0.025 0.025 -0.523 0.032 0.032 1.0 0.0 0.0 0.54 0.026 0.026 0.758 7 0.79 0.018 0.018 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-17424 3.6065702 -30.380907 7.88 7.88 0.0 0.0 137.538 4.818 9.061 0.13 0.11 1.081 0.11 0.13 -1.69 0.11 0.13 -19.268 0.08 0.07 -1.61 0.36 0.28 -0.86 0.53 0.64 1.02 0.33 0.27 13.209 75.669 27.479 0.049 0.049 -0.271 0.062 0.062 1.0 0.0 0.0 0.6 0.032 0.032 0.775 7 1.158 0.051 0.054 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-17751 3.6045153 -30.380447 7.88 7.88 0.0 0.0 323.129 3.191 8.342 0.05 0.04 0.842 0.03 0.03 -2.15 0.03 0.03 -20.189 0.02 0.02 -2.86 0.44 0.28 -0.53 0.08 0.06 0.62 0.05 0.04 44.337 192.373 27.038 0.007 0.007 -0.966 0.201 0.201 1.0 0.0 0.0 0.307 0.02 0.02 1.545 7 0.904 0.006 0.006 0 1 0 0 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-18185 3.6013498 -30.379196 7.88 7.88 0.0 0.0 240.877 2.662 8.272 0.05 0.05 0.752 0.05 0.04 -2.08 0.05 0.04 -19.762 0.02 0.02 -2.85 0.52 0.32 -0.51 0.06 0.04 0.68 0.05 0.04 36.701 174.029 27.425 0.008 0.008 -1.404 0.036 0.036 1.0 0.0 0.0 0.761 0.083 0.083 0.967 7 0.932 0.007 0.007 0 1 0 1 0 0.0 0.0 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-26748 3.4905653 -30.360378 8.7 8.697 0.22 0.219 57.777 2.639 8.832 0.74 0.13 0.542 0.03 0.02 -2.53 0.07 0.12 -19.733 0.08 0.08 -0.7 0.68 0.27 -1.25 0.54 0.83 0.03 0.02 0.22 8.955 43.523 27.91 0.043 0.043 -0.601 0.055 0.055 1.0 0.0 0.0 0.592 0.063 0.063 0.59 6 0.867 0.034 0.035 0 0 1 0 0 1.448 14.765 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-29120 3.4907956 -30.354845 7.32 7.324 0.07 0.078 130.894 4.457 8.081 0.16 0.15 0.691 0.02 0.02 -2.36 0.09 0.1 -19.76 0.05 0.05 -2.71 0.37 1.04 -0.5 0.12 0.15 0.41 0.14 0.13 11.561 53.684 27.156 0.034 0.034 -0.171 0.06 0.06 1.0 0.0 0.0 0.353 0.018 0.018 1.354 6 1.004 0.031 0.032 0 0 1 0 0 3.308 20.405 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-32915 3.511811 -30.346846 7.85 7.853 0.258 0.182 127.912 2.757 8.697 0.04 0.09 1.327 0.06 0.06 -1.06 0.05 0.06 -19.387 0.06 0.05 -1.89 0.31 0.36 -0.42 0.12 0.12 0.95 0.06 0.09 11.431 107.402 28.223 0.025 0.025 -0.877 0.081 0.081 1.0 0.0 0.0 0.346 0.066 0.066 0.514 6 0.802 0.018 0.018 0 0 1 0 0 14.081 28.579 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-32950 3.5119343 -30.346668 7.67 7.672 0.499 0.331 77.635 2.976 8.967 0.04 0.05 0.697 0.08 0.08 -1.95 0.07 0.07 -19.1 0.07 0.07 -0.97 0.32 0.14 -0.4 0.2 0.23 0.02 0.02 0.18 9.829 59.375 27.875 0.047 0.047 -0.373 0.053 0.053 1.0 0.0 0.0 0.502 0.041 0.041 0.606 6 1.055 0.044 0.046 0 0 1 0 0 4.159 16.966 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-39390 3.4519746 -30.326588 8.27 8.267 0.342 0.315 62.851 2.227 8.758 0.24 0.15 0.488 0.05 0.04 -2.36 0.1 0.11 -19.094 0.14 0.1 -0.57 0.31 0.17 -0.85 0.72 0.51 0.04 0.04 0.18 8.155 49.437 27.904 0.037 0.037 -0.564 0.07 0.07 1.0 0.0 0.0 0.2 0.059 0.059 0.734 6 1.08 0.036 0.038 0 0 1 0 0 2.426 10.36 JWST_NIRCAM_MULTIPLE_F115W-d
glassnircam-40364 3.4806123 -30.323521 8.53 8.532 0.204 0.211 67.23 1.654 8.961 0.28 0.14 0.531 0.03 0.1 -2.23 0.08 0.08 -18.77 0.08 0.09 -0.58 0.26 0.21 -0.91 0.74 0.56 0.19 0.16 0.18 9.701 71.101 27.937 0.032 0.032 -0.71 0.044 0.044 1.0 0.0 0.0 0.502 0.066 0.066 0.458 6 1.302 0.038 0.039 0 0 1 0 0 3.089 17.019 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-200 34.245823 -5.325891 10.19 10.19 0.882 0.42 118.511 12.691 9.468 0.12 0.08 1.318 0.02 0.01 -2.31 0.08 0.08 -21.854 0.05 0.04 -1.02 0.3 0.17 -1.72 0.19 1.0 0.06 0.06 0.3 19.02 29.361 26.286 0.029 0.029 -0.402 0.129 0.129 1.0 0.0 0.0 0.521 0.035 0.035 0.308 7 0.791 0.021 0.021 0 0 1 0 0 11.952 22.966 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-1090 34.346313 -5.3226662 7.61 7.613 0.283 0.327 63.734 6.159 8.814 0.15 0.14 1.114 0.03 0.02 -2.46 0.11 0.09 -19.755 0.07 0.06 -1.48 0.38 0.22 -0.51 0.73 0.3 0.04 0.04 0.2 13.28 22.339 26.336 0.045 0.045 -0.058 0.028 0.028 1.0 0.0 0.0 0.321 0.023 0.023 0.174 7 1.636 0.067 0.07 0 0 1 0 0 2.456 8.778 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-1498 34.317928 -5.3223157 8.13 8.128 0.335 0.325 62.414 6.047 8.521 0.1 0.32 1.181 0.09 0.14 -2.01 0.07 0.14 -19.812 0.1 0.07 -1.88 0.24 0.76 -0.4 0.31 0.17 0.11 0.1 0.21 11.003 27.184 26.693 0.056 0.056 -0.108 0.035 0.035 1.0 0.0 0.0 0.208 0.026 0.026 0.217 7 1.416 0.071 0.074 0 0 1 0 0 2.764 8.453 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-4972 34.380459 -5.3183036 8.62 8.623 0.217 0.304 79.545 8.137 8.567 0.06 0.23 1.227 0.02 0.06 -2.23 0.1 0.06 -20.939 0.05 0.05 -1.86 0.3 0.81 -0.69 0.15 0.23 0.01 0.01 0.08 16.761 29.347 26.199 0.033 0.033 -0.283 0.027 0.027 1.0 0.0 0.0 0.589 0.038 0.038 0.172 7 1.088 0.032 0.033 0 0 1 0 0 2.524 10.572 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-9713 34.319019 -5.3156524 7.92 7.919 0.473 0.356 17.76 5.066 8.23 0.13 0.29 0.81 0.03 0.09 -2.27 0.13 0.12 -19.425 0.09 0.09 -1.87 0.28 0.49 -1.0 0.48 0.27 0.07 0.07 0.29 8.285 15.674 27.287 0.037 0.037 -0.992 0.053 0.053 1.0 0.0 0.0 0.618 0.259 0.259 0.067 7 1.349 0.045 0.047 0 0 1 1 0 7.289 8.479 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-10989 34.484421 -5.3133621 7.98 7.976 0.33 0.295 64.142 11.713 8.761 0.16 0.17 1.171 0.03 0.03 -2.6 0.16 0.12 -20.596 0.09 0.08 -1.6 0.54 0.41 -0.92 0.73 0.65 0.09 0.08 0.31 9.674 11.403 26.297 0.062 0.062 0.054 0.038 0.038 1.0 0.0 0.0 0.482 0.041 0.041 0.102 7 1.206 0.067 0.071 0 0 1 0 0 0.816 8.344 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-11193 34.49094 -5.3132 7.24 7.243 0.074 0.073 205.512 7.844 8.544 0.1 0.11 1.144 0.02 0.02 -2.31 0.08 0.07 -20.48 0.05 0.04 -2.69 0.38 1.01 -0.43 0.16 0.14 0.44 0.11 0.1 18.237 40.361 25.988 0.034 0.034 -0.152 0.024 0.024 1.0 0.0 0.0 0.683 0.04 0.04 0.152 7 1.214 0.037 0.038 0 0 1 0 0 9.017 28.306 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-12222 34.361069 -5.3136678 7.28 7.284 0.089 0.085 111.093 5.599 8.339 0.13 0.16 1.039 0.02 0.06 -2.27 0.08 0.09 -20.427 0.04 0.06 -2.29 0.32 0.78 -0.21 0.31 0.15 0.47 0.13 0.11 18.46 42.143 26.419 0.025 0.025 -0.722 0.028 0.028 1.0 0.0 0.0 0.771 0.075 0.075 0.099 7 1.069 0.025 0.025 0 0 1 0 0 7.764 16.966 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-13469 34.483696 -5.3117156 7.97 7.972 0.72 0.519 40.2 6.946 9.044 0.14 0.09 0.774 0.04 0.03 -2.58 0.15 0.19 -19.804 0.11 0.1 -0.59 0.35 0.22 -0.86 0.67 0.55 0.12 0.12 0.33 8.197 9.93 27.168 0.073 0.073 -0.218 0.05 0.05 1.0 0.0 0.0 0.268 0.052 0.052 0.158 7 1.082 0.071 0.076 0 0 1 0 0 5.042 7.529 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-16114 34.521278 -5.3095951 8.89 8.89 0.202 0.143 77.479 9.326 9.11 0.55 0.16 1.14 0.02 0.02 -2.71 0.14 0.18 -20.9 0.07 0.07 -0.75 1.39 0.27 -0.92 0.73 0.47 0.08 0.08 0.42 12.903 19.726 25.826 0.035 0.035 0.069 0.019 0.019 0.303 0.058 0.058 0.553 0.027 0.027 0.267 7 1.0 1.0 1.0 1 0 1 0 0 9.593 17.192 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-21862 34.451874 -5.3065 8.83 8.828 0.285 0.407 46.03 6.777 9.116 0.48 0.19 0.896 0.05 0.03 -2.62 0.12 0.13 -19.576 0.12 0.1 -0.6 0.27 0.19 -1.12 0.61 0.55 0.06 0.06 0.19 8.505 13.069 26.965 0.073 0.073 -0.217 0.046 0.046 1.0 0.0 0.0 0.54 0.071 0.071 0.085 6 1.398 0.092 0.098 0 0 1 0 0 6.864 13.774 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-23042 34.301533 -5.3071699 7.91 7.907 0.39 0.245 152.176 8.77 9.556 0.06 0.08 1.246 0.08 0.1 -2.11 0.08 0.11 -20.411 0.06 0.05 -0.95 0.28 0.15 -0.59 0.19 0.29 0.02 0.02 0.14 16.975 43.34 26.271 0.031 0.031 -0.239 0.023 0.023 1.0 0.0 0.0 0.534 0.031 0.031 0.135 7 1.246 0.035 0.036 0 0 1 0 0 3.003 20.238 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-30574 34.483742 -5.300765 8.11 8.106 0.255 0.292 37.476 5.261 8.177 0.37 0.77 0.837 0.04 0.04 -2.75 0.11 0.15 -19.321 0.09 0.1 -1.35 1.42 0.72 -0.96 0.7 0.58 0.04 0.04 0.19 8.88 11.289 27.15 0.052 0.052 -0.308 0.039 0.039 1.0 0.0 0.0 0.598 0.065 0.065 0.072 7 1.471 0.068 0.072 0 0 1 0 0 0.645 8.519 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-31216 34.419689 -5.30094 7.29 7.287 0.102 0.083 110.677 5.651 9.031 0.37 0.18 0.801 0.14 0.15 -2.08 0.12 0.15 -19.353 0.13 0.09 -0.59 0.4 0.21 -0.84 0.99 0.76 0.17 0.15 0.2 10.157 30.908 27.176 0.057 0.057 -0.585 0.053 0.053 1.0 0.0 0.0 0.997 0.151 0.151 0.139 7 1.177 0.06 0.063 0 0 1 0 0 9.049 33.944 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-31414 34.364422 -5.3012862 8.48 8.476 0.435 0.302 32.063 5.363 8.792 0.12 0.12 0.812 0.03 0.03 -2.56 0.13 0.16 -19.696 0.09 0.09 -1.03 0.26 0.18 -1.09 0.66 0.73 0.06 0.06 0.32 9.205 15.162 27.201 0.047 0.047 -0.586 0.048 0.048 1.0 0.0 0.0 0.53 0.088 0.088 0.081 7 1.207 0.051 0.053 0 0 1 0 0 0.57 5.466 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-33464 34.293663 -5.3005662 8.57 8.566 0.161 0.131 224.02 8.221 8.887 0.13 0.11 1.237 0.01 0.01 -2.49 0.05 0.05 -21.341 0.03 0.03 -1.48 0.36 0.4 -0.4 0.13 0.12 0.03 0.03 0.14 25.992 51.282 26.198 0.017 0.017 -0.759 0.26 0.26 1.0 0.0 0.0 0.597 0.049 0.049 0.223 7 0.928 0.015 0.015 0 0 1 0 0 6.998 18.407 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-35245 34.529091 -5.2968173 7.31 7.306 0.078 0.073 93.632 6.308 7.733 0.22 0.22 0.633 0.03 0.03 -2.41 0.13 0.12 -19.927 0.08 0.07 -2.3 0.38 0.78 -0.45 0.17 0.16 0.29 0.21 0.18 10.21 21.03 27.35 0.046 0.046 -0.887 0.057 0.057 1.0 0.0 0.0 0.995 0.24 0.24 0.078 7 0.858 0.036 0.037 0 0 1 0 0 7.82 18.541 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-38781 34.415279 -5.2941837 7.35 7.347 0.151 0.18 146.2 15.244 8.812 0.26 0.61 1.302 0.1 0.11 -2.04 0.1 0.12 -21.071 0.06 0.04 -1.15 0.82 0.61 -0.35 0.57 0.17 0.03 0.02 0.12 14.445 22.891 26.279 0.035 0.035 -0.08 0.158 0.158 1.0 0.0 0.0 0.267 0.017 0.017 0.187 7 0.937 0.029 0.03 0 0 1 0 0 2.944 20.725 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-41711 34.260204 -5.2925024 7.28 7.276 0.121 0.123 163.547 15.196 8.754 0.18 0.2 1.224 0.08 0.13 -2.16 0.15 0.13 -20.87 0.09 0.08 -2.29 0.3 1.1 -0.48 0.66 0.34 0.68 0.18 0.18 12.234 22.114 25.97 0.025 0.025 -0.017 0.016 0.016 1.0 0.0 0.0 0.354 0.013 0.013 0.052 7 1.009 0.023 0.024 0 0 1 0 0 5.869 14.622 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-42221 34.33025 -5.2913198 7.23 7.228 0.197 0.252 98.074 16.224 8.941 0.24 0.29 1.091 0.22 0.2 -1.95 0.22 0.21 -20.337 0.13 0.09 -1.66 0.85 0.85 -1.17 0.59 0.89 0.99 0.33 0.21 8.634 20.529 26.774 0.018 0.018 -0.622 0.031 0.031 1.0 0.0 0.0 0.749 0.042 0.042 0.024 7 0.914 0.015 0.015 0 0 1 0 0 3.927 11.379 JWST_NIRCAM_MULTIPLE_F115W-d
primernircam-42290 34.330235 -5.2912478 7.22 7.225 0.155 0.157 116.868 16.945 8.958 0.21 0.24 1.228 0.21 0.21 -1.8 0.22 0.22 -20.301 0.14 0.1 -2.05 0.54 1.02 -0.85 0.86 0.67 1.08 0.25 0.23 8.511 22.679 26.745 0.016 0.016 -0.498 0.019 0.019 1.0 0.0 0.0 0.73 0.033 0.033 0.028 7 0.929 0.014 0.014 0 0 1 0 0 7.936 13.933 JWST_NIRCAM_MULTIPLE_F115W-d
